Time,Value
11/14/2016 10:55:25 PM,83
11/14/2016 10:55:30 PM,84
11/14/2016 10:55:45 PM,84
11/14/2016 10:55:55 PM,83
11/14/2016 10:56:10 PM,82
11/14/2016 10:56:20 PM,84
11/14/2016 10:56:25 PM,82
11/14/2016 10:56:40 PM,82
11/14/2016 10:56:50 PM,82
11/14/2016 10:57:05 PM,82
11/14/2016 10:57:20 PM,82
11/14/2016 10:57:25 PM,83
11/14/2016 10:57:30 PM,82
11/14/2016 10:57:45 PM,82
11/14/2016 10:57:50 PM,84
11/14/2016 10:57:55 PM,84
11/14/2016 10:58:05 PM,82
11/14/2016 10:58:15 PM,81
11/14/2016 10:58:20 PM,82
11/14/2016 10:58:25 PM,82
11/14/2016 10:58:30 PM,82
11/14/2016 10:58:35 PM,83
11/14/2016 10:58:40 PM,84
11/14/2016 10:58:45 PM,84
11/14/2016 10:58:50 PM,79
11/14/2016 10:58:55 PM,78
11/14/2016 10:59:05 PM,76
11/14/2016 10:59:10 PM,74
11/14/2016 10:59:15 PM,73
11/14/2016 10:59:20 PM,73
11/14/2016 10:59:25 PM,74
11/14/2016 10:59:35 PM,74
11/14/2016 10:59:50 PM,74
11/14/2016 11:00:05 PM,74
11/14/2016 11:00:20 PM,77
11/14/2016 11:00:30 PM,75
11/14/2016 11:00:45 PM,75
11/14/2016 11:01:00 PM,76
11/14/2016 11:01:15 PM,76
11/14/2016 11:01:20 PM,76
11/14/2016 11:01:30 PM,75
11/14/2016 11:01:45 PM,75
11/14/2016 11:01:50 PM,75
11/14/2016 11:02:05 PM,75
11/14/2016 11:02:20 PM,75
11/14/2016 11:02:30 PM,74
11/14/2016 11:02:40 PM,75
11/14/2016 11:02:45 PM,77
11/14/2016 11:02:50 PM,77
11/14/2016 11:02:55 PM,77
11/14/2016 11:03:05 PM,79
11/14/2016 11:03:15 PM,81
11/14/2016 11:03:20 PM,82
11/14/2016 11:03:25 PM,83
11/14/2016 11:03:40 PM,83
11/14/2016 11:03:50 PM,82
11/14/2016 11:04:00 PM,82
11/14/2016 11:04:15 PM,83
