time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
378671682249,23,21978.399999999998,,0.0,86,0
378671682505,19,21978.399999999998,,0.0,87,0
378671682761,16,21978.399999999998,,0.0,87,0
378671683017,14,21978.399999999998,,0.0,88,0
378671683273,14,21978.399999999998,,0.0,88,0
378671683529,14,21978.399999999998,,0.04296875,87,0
378671683785,13,21978.399999999998,,0.19140625,86,0
378671684041,13,21978.399999999998,5.0,0.1015625,87,0
378671684297,12,21978.399999999998,,0.15625,87,0
378671684553,12,21978.399999999998,,0.03515625,88,0
378671684809,12,11845.76,,0.0234375,90,0
378671685065,12,11845.76,,0.015625,90,0
378671685321,12,11845.76,,0.01953125,90,0
378671685577,12,11845.76,,0.0,89,0
378671685833,12,11141.92,,0.015625,87,0
378671686089,12,11141.92,,0.0,86,0
378671686345,11,11141.92,,0.015625,86,0
378671686601,11,9508.4799999999996,,0.03515625,85,0
378671686857,11,9508.4799999999996,,0.01953125,86,0
378671687113,11,9508.4799999999996,,0.01953125,86,0
378671687369,11,9508.4799999999996,,0.015625,86,0
378671687625,11,7529.7599999999993,,0.0,86,0
378671687881,10,7529.7599999999993,,0.04296875,85,0
378671688137,10,7529.7599999999993,,0.01953125,86,0
378671688393,10,7529.7599999999993,,0.015625,87,0
378671688649,10,7529.7599999999993,,0.015625,89,0
378671688905,10,8366.3999999999996,,0.0,92,0
378671689161,10,8366.3999999999996,,0.0,93,0
378671689417,10,8366.3999999999996,,0.015625,91,0
378671689673,9,8366.3999999999996,,0.015625,90,0
378671689929,9,8366.3999999999996,,0.01953125,88,0
378671690185,9,8366.3999999999996,,0.015625,87,0
378671690441,10,8366.3999999999996,,0.015625,86,0
378671690697,10,8366.3999999999996,,0.015625,85,0
378671690953,10,8366.3999999999996,,0.015625,85,0
378671691209,9,8366.3999999999996,,0.01953125,85,0
378671691465,9,8366.3999999999996,,0.01953125,85,0
378671691721,9,6294.7199999999993,,0.01953125,84,0
378671691977,9,6294.7199999999993,,0.02734375,84,0
378671692233,8,6294.7199999999993,2.0,0.140625,84,0
378671692489,8,7994.5599999999995,,0.1171875,87,0
378671692745,8,7994.5599999999995,,0.109375,91,0
378671693001,8,7994.5599999999995,,0.1015625,93,0
378671693257,9,11487.199999999999,,0.0703125,94,0
378671693513,11,11487.199999999999,,0.30078125,94,0
378671693769,13,11487.199999999999,,0.19140625,93,0
378671694025,13,11487.199999999999,,0.07421875,92,0
378671694281,13,11487.199999999999,,0.02734375,91,0
378671694537,13,11487.199999999999,,0.03515625,90,0
378671694793,13,13160.48,,0.0234375,90,0
378671695049,12,13160.48,,0.0234375,89,0
378671695305,12,13160.48,,0.01953125,88,0
378671695561,12,13399.519999999999,,0.03125,87,0
378671695817,12,13399.519999999999,,0.0703125,86,0
378671696073,12,13399.519999999999,,0.05859375,85,0
378671696329,12,14183.039999999999,,0.0625,85,0
378671696585,12,14183.039999999999,,0.05078125,87,0
378671696841,12,14183.039999999999,,0.015625,89,0
378671697097,12,13797.92,,0.015625,90,0
378671697353,13,13797.92,,0.015625,90,0
378671697609,13,13797.92,,0.015625,90,0
378671697865,14,18804.48,,0.01953125,89,0
378671698121,15,18804.48,,0.02734375,89,0
378671698377,17,18804.48,,0.015625,89,0
378671698633,18,18804.48,,0.015625,88,0
378671698889,17,18804.48,,0.015625,88,0
378671699145,17,18804.48,,0.0390625,88,0
378671699401,17,18804.48,,0.0546875,88,0
378671699657,17,18804.48,,0.13671875,88,0
378671699913,17,18804.48,,0.1875,89,0
378671700169,17,18804.48,,0.07421875,89,0
378671700425,17,18804.48,,0.3046875,90,0
378671700681,17,14289.279999999999,,0.22265625,92,0
378671700937,15,14289.279999999999,,0.046875,95,0
378671701193,13,14289.279999999999,,0.12109375,96,0
378671701449,13,14289.279999999999,,0.08984375,100,0
378671701705,13,14023.679999999998,,0.0390625,103,0
378671701961,13,14023.679999999998,,0.09765625,104,0
378671702217,13,13133.92,,0.0546875,104,0
378671702473,14,13133.92,,0.0859375,103,0
378671702729,14,13133.92,,0.0859375,102,0
378671702985,14,13519.039999999999,,0.03125,101,0
378671703241,14,13519.039999999999,,0.01953125,99,0
378671703497,14,13519.039999999999,,0.015625,99,0
378671703753,14,13519.039999999999,,0.0234375,98,0
378671704009,14,13519.039999999999,,0.015625,97,0
378671704265,14,11991.84,,0.1484375,96,0
378671704521,14,11991.84,,0.11328125,95,0
378671704777,14,11991.84,,0.1796875,94,0
378671705033,13,11991.84,,0.171875,93,0
378671705289,13,11991.84,,0.3203125,93,0
378671705545,13,12005.119999999999,,0.11328125,92,0
378671705801,13,12005.119999999999,,0.07421875,93,0
378671706057,13,12005.119999999999,,0.04296875,93,0
378671706313,13,11659.84,,0.046875,93,0
378671706569,13,11659.84,,0.03515625,93,0
378671706825,13,11659.84,,0.0546875,93,0
378671707081,13,11659.84,,0.06640625,92,0
378671707337,13,11659.84,,0.26171875,93,0
378671707593,13,11659.84,,0.21484375,94,0
378671707849,13,13678.4,,0.19140625,97,0
378671708105,14,13678.4,,0.10546875,99,0
378671708361,15,14754.08,,0.06640625,99,0
378671708617,16,14754.08,,0.05078125,100,0
378671708873,16,14754.08,,0.06640625,101,0
378671709129,16,14754.08,,0.078125,102,0
378671709385,15,16812.48,,0.07421875,102,0
378671709641,15,16812.48,,0.13671875,103,0
378671709897,15,16812.48,,0.07421875,104,0
378671710153,15,17051.52,,0.19921875,104,0
378671710409,15,17051.52,,0.37109375,105,0
378671710665,15,22018.239999999998,,0.109375,105,0
378671710921,16,22018.239999999998,,0.06640625,106,0
378671711177,16,22018.239999999998,,0.05078125,107,0
378671711433,17,22018.239999999998,,0.05859375,108,0
378671711689,17,24541.439999999999,,0.0859375,109,0
378671711945,17,24541.439999999999,,0.08203125,110,0
378671712201,17,24541.439999999999,,0.046875,110,0
378671712457,17,26679.52,,0.0859375,110,0
378671712713,17,26679.52,,0.19921875,111,0
378671712969,17,26679.52,,0.3125,111,0
378671713225,17,26679.52,,0.15234375,111,0
378671713481,17,26679.52,,0.12890625,112,0
378671713737,17,27409.919999999998,,0.10546875,113,0
378671713993,18,27409.919999999998,,0.36328125,113,0
378671714249,18,27409.919999999998,,0.4609375,114,0
378671714505,18,30796.32,,0.0625,115,0
378671714761,18,30796.32,,0.03125,115,0
378671715017,18,30796.32,,0.078125,115,0
378671715273,17,30796.32,,0.09375,115,0
378671715529,17,30796.32,,0.12890625,115,0
378671715785,17,30796.32,,0.06640625,115,0
378671716041,18,30796.32,,0.125,113,0
378671716297,18,30796.32,,0.09375,111,0
378671716553,18,30796.32,,0.0703125,109,0
378671716809,17,22934.559999999998,,0.05078125,108,0
378671717065,15,22934.559999999998,,0.05859375,107,0
378671717321,14,22934.559999999998,,0.0390625,105,0
378671717577,14,22934.559999999998,,0.10546875,105,0
378671717833,14,22934.559999999998,,0.13671875,103,0
378671718089,14,22934.559999999998,5.0,0.1953125,102,0
378671718345,14,23585.279999999999,,0.09765625,101,0
378671718601,14,23585.279999999999,,0.2578125,102,0
378671718857,13,23585.279999999999,,0.1875,103,0
378671719113,13,23585.279999999999,,0.16796875,103,0
378671719369,13,23000.959999999999,,0.06640625,103,0
378671719625,13,23000.959999999999,,0.14453125,103,0
378671719881,12,23000.959999999999,,0.17578125,102,0
378671720137,12,23000.959999999999,,0.109375,101,0
378671720393,12,23000.959999999999,,0.08203125,100,0
378671720649,12,23000.959999999999,,0.078125,99,0
378671720905,12,20105.919999999998,,0.03125,98,0
378671721161,12,20105.919999999998,,0.02734375,97,0
378671721417,12,19973.119999999999,,0.05078125,96,0
378671721673,12,19973.119999999999,,0.046875,95,0
378671721929,12,19973.119999999999,,0.0390625,93,0
378671722185,12,19973.119999999999,,0.0234375,92,0
378671722441,12,19043.52,,0.0390625,90,0
378671722697,12,19043.52,,0.04296875,88,0
378671722953,12,19043.52,2.0,0.1640625,88,0
378671723209,12,19043.52,,0.1796875,89,0
378671723465,12,15816.48,,0.04296875,90,0
378671723721,12,15816.48,,0.16796875,92,0
378671723977,12,15816.48,,0.16796875,93,0
378671724233,12,15816.48,,0.08203125,94,0
378671724489,12,15816.48,,0.08984375,96,0
378671724745,12,15816.48,,0.0390625,97,0
378671725001,12,17582.719999999998,,0.0,100,0
378671725257,13,17582.719999999998,,0.01953125,100,0
378671725513,13,16321.119999999999,5.0,0.1953125,101,0
378671725769,14,16321.119999999999,,0.078125,100,0
378671726025,14,16321.119999999999,,0.0390625,99,0
378671726281,15,13585.439999999999,,0.04296875,95,0
378671726537,15,13585.439999999999,,0.01953125,94,0
378671726793,15,13585.439999999999,,0.03515625,94,0
378671727049,16,13585.439999999999,,0.03515625,93,0
378671727305,16,13585.439999999999,,0.05078125,92,0
378671727561,16,13027.679999999998,,0.04296875,90,0
378671727817,16,13027.679999999998,,0.0234375,90,0
378671728073,16,13027.679999999998,,0.03125,89,0
378671728329,16,11527.039999999999,2.0,0.20703125,89,0
378671728585,15,11527.039999999999,,0.1875,90,0
378671728841,16,12177.76,,0.140625,93,0
378671729097,16,12177.76,,0.1640625,93,0
378671729353,17,12177.76,,0.10546875,93,0
378671729609,17,13173.76,,0.140625,96,0
378671729865,17,13173.76,,0.09375,96,0
378671730121,18,15059.519999999999,,0.1015625,99,0
378671730377,20,17994.399999999998,,0.09375,102,0
378671730633,22,17994.399999999998,,0.1015625,103,0
378671730889,23,17728.799999999999,,0.05078125,104,0
378671731145,23,17728.799999999999,,0.09375,104,0
378671731401,23,17728.799999999999,,0.1015625,104,0
378671731657,23,21088.639999999999,,0.07421875,104,0
378671731913,25,21088.639999999999,,0.046875,105,0
378671732169,26,21088.639999999999,,0.015625,106,0
378671732425,27,21088.639999999999,,0.015625,106,0
378671732681,27,21088.639999999999,,0.01953125,105,0
378671732937,27,21088.639999999999,,0.015625,105,0
378671733193,26,21088.639999999999,,0.015625,105,0
378671733449,26,21088.639999999999,,0.01953125,104,0
378671733705,25,19986.399999999998,,0.07421875,104,0
378671733961,23,19986.399999999998,,0.08203125,103,0
378671734217,21,20995.68,,0.03125,103,0
378671734473,20,20995.68,,0.09375,102,0
378671734729,19,20995.68,,0.1171875,101,0
378671734985,20,20995.68,,0.1953125,101,0
378671735241,20,20995.68,,0.21875,100,0
378671735497,20,20995.68,,0.15625,100,0
378671735753,19,20198.879999999997,,0.04296875,98,0
378671736009,18,20198.879999999997,,0.06640625,98,0
378671736265,18,20198.879999999997,,0.0390625,95,0
378671736521,17,19362.239999999998,,0.0234375,94,0
378671736777,17,19362.239999999998,,0.01953125,94,0
378671737033,17,19362.239999999998,,0.0234375,94,0
378671737289,16,19362.239999999998,,0.015625,94,0
378671737545,16,16878.879999999997,,0.02734375,94,0
378671737801,15,16878.879999999997,,0.01953125,93,0
378671738057,15,16878.879999999997,,0.05078125,92,0
378671738313,14,16878.879999999997,,0.05078125,90,0
378671738569,14,16878.879999999997,,0.06640625,90,0
378671738825,14,16878.879999999997,,0.1015625,90,0
378671739081,14,17104.639999999999,,0.01953125,90,0
378671739337,14,17104.639999999999,,0.015625,89,0
378671739593,13,17104.639999999999,,0.015625,89,0
378671739849,13,17104.639999999999,,0.015625,88,0
378671740105,13,17104.639999999999,,0.015625,87,0
378671740361,13,17104.639999999999,,0.01953125,86,0
378671740617,13,17104.639999999999,,0.015625,86,0
378671740873,13,15816.48,,0.02734375,87,0
378671741129,12,15816.48,,0.0546875,87,0
378671741385,12,15816.48,,0.05078125,87,0
378671741641,12,18406.079999999998,,0.03125,86,0
378671741897,12,18406.079999999998,,0.02734375,85,0
378671742153,13,18406.079999999998,,0.015625,84,0
378671742409,13,18406.079999999998,,0.015625,84,0
378671742665,13,18406.079999999998,,0.015625,84,0
378671742921,13,18406.079999999998,,0.01953125,84,0
378671743177,13,18406.079999999998,,0.015625,86,0
378671743433,13,18406.079999999998,,0.0,87,0
378671743689,13,18406.079999999998,,0.0,88,0
378671743945,13,14740.799999999999,,0.0234375,86,0
378671744201,12,14740.799999999999,,0.01953125,85,0
378671744457,11,14740.799999999999,,0.015625,83,0
378671744713,11,13319.84,,0.015625,82,0
378671744969,11,13319.84,,0.015625,82,0
378671745225,12,13319.84,,0.01953125,83,0
378671745481,12,13319.84,,0.0546875,83,0
378671745737,12,13319.84,,0.06640625,84,0
378671745993,12,12204.32,,0.07421875,83,0
378671746249,11,12204.32,,0.046875,80,0
378671746505,11,12111.359999999999,,0.08203125,79,0
378671746761,12,12111.359999999999,,0.1484375,77,0
378671747017,12,11593.439999999999,,0.140625,77,0
378671747273,13,11593.439999999999,,0.21484375,78,0
378671747529,13,11593.439999999999,,0.12109375,79,0
378671747785,13,11593.439999999999,,0.1484375,80,0
378671748041,14,12217.599999999999,,0.16015625,82,0
378671748297,14,12217.599999999999,,0.203125,82,0
378671748553,15,12217.599999999999,,0.140625,82,0
378671748809,15,9960.0,,0.06640625,82,0
378671749065,15,9960.0,,0.1015625,82,0
378671749321,16,14143.199999999999,,0.09765625,82,0
378671749577,18,14143.199999999999,,0.05859375,84,0
378671749833,19,14143.199999999999,,0.0234375,85,0
378671750089,20,14448.639999999999,,0.078125,85,0
378671750345,20,14448.639999999999,,0.0625,84,0
378671750601,20,14448.639999999999,,0.05078125,84,0
378671750857,20,14448.639999999999,,0.01953125,84,0
378671751113,20,15418.08,,0.0390625,84,0
378671751369,20,15418.08,,0.01953125,85,0
378671751625,21,15418.08,,0.01953125,85,0
378671751881,21,17330.399999999998,,0.0859375,85,0
378671752137,20,17330.399999999998,,0.046875,86,0
378671752393,20,17330.399999999998,,0.125,86,0
378671752649,20,17330.399999999998,,0.10546875,89,0
378671752905,19,17330.399999999998,,0.109375,90,0
378671753161,19,17330.399999999998,,0.15234375,91,0
378671753417,19,17330.399999999998,,0.2109375,92,0
378671753673,19,22722.079999999998,,0.3203125,93,0
378671753929,19,22722.079999999998,,0.06640625,95,0
378671754185,19,22722.079999999998,,0.03125,95,0
378671754441,19,22722.079999999998,,0.01953125,97,0
378671754697,19,21965.119999999999,,0.015625,97,0
378671754953,18,21965.119999999999,,0.015625,97,0
378671755209,18,21965.119999999999,,0.015625,97,0
378671755465,18,21965.119999999999,,0.0,97,0
378671755721,18,21965.119999999999,,0.015625,97,0
378671755977,18,21965.119999999999,,0.015625,95,0
378671756233,18,21965.119999999999,,0.0,94,0
378671756489,18,21965.119999999999,,0.0,92,0
378671756745,18,21965.119999999999,,0.0,91,0
378671757001,18,21965.119999999999,,0.0,91,0
378671757257,18,21965.119999999999,,0.0,89,0
378671757513,18,21965.119999999999,,0.015625,87,0
378671757769,17,21965.119999999999,,0.1484375,86,0
378671758025,14,21965.119999999999,,0.21484375,84,0
378671758281,12,21965.119999999999,,0.1796875,84,0
378671758537,11,21965.119999999999,,0.21484375,82,0
378671758793,11,21965.119999999999,,0.15234375,81,0
378671759049,10,21965.119999999999,,0.25,81,0
378671759305,10,21965.119999999999,,0.1015625,82,0
378671759561,10,21965.119999999999,,0.11328125,85,0
378671759817,10,21965.119999999999,,0.13671875,87,0
378671760073,10,13505.76,,0.171875,88,0
378671760329,10,13505.76,,0.171875,89,0
378671760585,10,13505.76,,0.14453125,90,0
378671760841,10,14754.08,,0.1875,90,0
378671761097,10,14754.08,,0.2109375,91,0
378671761353,10,14754.08,,0.22265625,95,0
378671761609,10,15843.039999999999,,0.26953125,96,0
378671761865,10,15843.039999999999,,0.26171875,98,0
378671762121,10,15843.039999999999,,0.1953125,97,31
378671762377,10,15086.08,,0.22265625,97,42
378671762633,10,15086.08,,0.1875,96,60
378671762889,10,15086.08,,0.12109375,96,76
378671763145,10,15086.08,,0.1171875,97,69
378671763401,10,14395.519999999999,,0.046875,97,34
378671763657,10,14395.519999999999,,0.13671875,98,0
378671763913,10,14395.519999999999,,0.1171875,98,0
378671764169,10,14395.519999999999,,0.2421875,99,0
378671764425,10,14395.519999999999,,0.140625,101,34
378671764681,10,14395.519999999999,,0.03125,102,0
378671764937,10,14395.519999999999,,0.03515625,103,0
378671765193,10,14395.519999999999,,0.015625,104,0
378671765449,10,14395.519999999999,,0.01953125,102,0
378671765705,10,14395.519999999999,,0.0234375,102,0
378671765961,10,14395.519999999999,,0.01953125,101,0
378671766217,10,14395.519999999999,,0.015625,100,0
378671766473,10,14395.519999999999,,0.015625,98,0
378671766729,10,14395.519999999999,,0.0,97,0
378671766985,10,14395.519999999999,,0.0,94,0
378671767241,10,14395.519999999999,,0.0,92,0
378671767497,10,14395.519999999999,,0.015625,90,0
378671767753,10,14395.519999999999,,0.0,88,0
378671768009,10,14395.519999999999,,0.0,86,0
378671768265,10,14395.519999999999,,0.0,85,0
378671768521,10,14395.519999999999,,0.0,84,0
378671768777,9,14395.519999999999,,0.0,83,0
378671769033,8,14395.519999999999,,0.015625,82,0
378671769289,7,14395.519999999999,,0.015625,81,0
378671769545,6,14395.519999999999,,0.015625,80,0
378671769801,6,14395.519999999999,,0.04296875,80,0
378671770057,6,9880.3199999999997,,0.03515625,79,0
378671770313,6,9880.3199999999997,,0.0390625,80,0
378671770569,6,9880.3199999999997,,0.03515625,81,0
378671770825,7,9880.3199999999997,,0.015625,81,0
378671771081,7,9880.3199999999997,,0.015625,81,0
378671771337,7,9880.3199999999997,,0.015625,82,0
378671771593,6,9880.3199999999997,,0.015625,83,0
378671771849,6,9880.3199999999997,,0.015625,83,0
378671772105,6,9880.3199999999997,,0.015625,83,0
378671772361,6,9362.3999999999996,,0.015625,83,0
378671772617,6,9362.3999999999996,,0.015625,83,0
378671772873,6,9362.3999999999996,,0.015625,85,0
378671773129,6,9362.3999999999996,,0.015625,86,0
378671773385,6,9362.3999999999996,,0.015625,87,0
378671773641,6,9362.3999999999996,,0.015625,86,0
378671773897,6,9362.3999999999996,,0.015625,84,0
378671774153,6,9362.3999999999996,,0.0,83,0
378671774409,6,9362.3999999999996,,0.015625,82,0
378671774665,6,9362.3999999999996,,0.0,81,0
378671774921,6,9362.3999999999996,,0.0,81,0
378671775177,6,9362.3999999999996,,0.0,81,0
378671775433,6,9362.3999999999996,,0.0,80,0
378671775689,6,9362.3999999999996,,0.015625,79,0
378671775945,6,9362.3999999999996,,0.015625,78,0
378671776201,6,9362.3999999999996,,0.015625,76,0
378671776457,6,9362.3999999999996,,0.0,76,0
378671776713,6,9362.3999999999996,,0.015625,75,0
378671776969,6,9362.3999999999996,,0.015625,74,0
378671777225,6,9362.3999999999996,,0.015625,74,0
378671777481,6,9362.3999999999996,,0.015625,74,0
378671777737,6,9362.3999999999996,,0.0,74,0
378671777993,6,9362.3999999999996,,0.015625,75,0
378671778249,6,9362.3999999999996,,0.0,75,0
378671778505,6,9362.3999999999996,,0.0,75,0
378671778761,6,9362.3999999999996,,0.0,75,0
378671779017,6,9362.3999999999996,,0.015625,75,0
378671779273,6,9362.3999999999996,,0.0,74,0
378671779529,6,9362.3999999999996,,0.015625,74,0
378671779785,6,9362.3999999999996,,0.0,74,0
378671780041,6,7064.96,,0.015625,75,0
378671780297,6,7064.96,,0.015625,75,0
378671780553,5,7064.96,,0.015625,75,0
378671780809,5,7064.96,,0.0,75,0
378671781065,5,7064.96,,0.015625,75,0
378671781321,5,6029.1199999999999,,0.015625,74,0
378671781577,5,6029.1199999999999,,0.0,74,0
378671781833,5,6029.1199999999999,,0.0,74,0
378671782089,5,6029.1199999999999,,0.0,74,0
378671782345,5,6029.1199999999999,,0.015625,75,0
378671782601,5,6029.1199999999999,,0.0,75,0
378671782857,5,6029.1199999999999,,0.015625,76,0
378671783113,5,6029.1199999999999,,0.015625,76,0
378671783369,5,6029.1199999999999,,0.015625,77,0
378671783625,5,6029.1199999999999,,0.015625,77,0
378671783881,5,4900.3199999999997,,0.0,78,0
378671784137,5,4900.3199999999997,,0.0,79,0
378671784393,5,4900.3199999999997,,0.0,79,0
378671784649,5,4900.3199999999997,,0.0,80,0
378671784905,5,4900.3199999999997,,0.0,80,0
378671785161,5,4900.3199999999997,,0.0,81,0
378671785417,5,4900.3199999999997,,0.015625,81,0
378671785673,5,4316.0,,0.015625,81,0
378671785929,5,4316.0,,0.0,81,0
378671786185,5,4316.0,,0.0,81,0
378671786441,4,4316.0,,0.015625,80,0
378671786697,4,4316.0,,0.0,80,0
378671786953,4,4316.0,,0.0,79,0
378671787209,4,3811.3599999999997,,0.015625,78,0
378671787465,4,3811.3599999999997,,0.0,78,0
378671787721,4,3811.3599999999997,,0.0,78,0
378671787977,4,3811.3599999999997,,0.0,77,0
378671788233,4,3811.3599999999997,,0.015625,76,0
378671788489,4,2337.2799999999997,,0.0,75,0
378671788745,5,2337.2799999999997,,0.0,75,0
378671789001,6,2337.2799999999997,,0.0,74,0
378671789257,6,2337.2799999999997,,0.0,74,0
378671789513,6,2337.2799999999997,,0.015625,74,0
378671789769,6,2337.2799999999997,,0.0,75,0
378671790025,6,2337.2799999999997,,0.0,75,0
378671790281,6,1540.48,,0.0,75,0
378671790537,6,1540.48,,0.0,74,0
378671790793,7,2045.1199999999999,,0.015625,74,0
378671791049,8,2045.1199999999999,,0.0,74,0
378671791305,10,2045.1199999999999,,0.0,74,0
378671791561,10,2005.28,,0.0,75,0
378671791817,10,2005.28,,0.0,75,0
378671792073,11,2005.28,,0.0,75,0
378671792329,11,2430.2399999999998,,0.0,75,0
378671792585,12,2430.2399999999998,,0.0,75,0
378671792841,12,2430.2399999999998,,0.0,75,0
378671793097,13,2895.04,,0.0,75,0
378671793353,14,2895.04,,0.0,75,0
378671793609,14,2895.04,,0.0,76,0
378671793865,15,3373.1199999999999,,0.015625,76,0
378671794121,15,3373.1199999999999,,0.015625,77,0
378671794377,16,3373.1199999999999,,0.015625,77,0
378671794633,16,3373.1199999999999,,0.015625,77,0
378671794889,16,3373.1199999999999,,0.015625,78,0
378671795145,16,3134.0799999999999,,0.0,78,0
378671795401,16,3134.0799999999999,,0.015625,78,0
378671795657,16,3134.0799999999999,,0.0,78,0
378671795913,16,3134.0799999999999,,0.0,77,0
378671796169,16,4037.1199999999999,,0.015625,77,0
378671796425,17,4037.1199999999999,,0.015625,77,0
378671796681,18,4037.1199999999999,,0.0,77,0
378671796937,18,4037.1199999999999,,0.0,77,0
378671797193,18,4076.9599999999996,,0.0,77,0
378671797449,17,4076.9599999999996,,0.015625,77,0
378671797705,17,4076.9599999999996,,0.0,77,0
378671797961,17,4209.7600000000002,,0.0,77,0
378671798217,17,4209.7600000000002,,0.015625,77,0
378671798473,17,4209.7600000000002,,0.015625,76,0
378671798729,17,4209.7600000000002,,0.03515625,77,0
378671798985,17,4209.7600000000002,,0.015625,78,0
378671799241,17,4209.7600000000002,,0.015625,78,0
378671799497,17,4209.7600000000002,,0.015625,79,0
378671799753,17,5404.96,,0.01953125,80,0
378671800009,16,5404.96,,0.03125,81,0
378671800265,15,6082.2399999999998,,0.0234375,82,0
378671800521,15,6082.2399999999998,,0.015625,83,0
378671800777,15,6374.3999999999996,,0.015625,83,0
378671801033,15,6374.3999999999996,,0.015625,84,0
378671801289,16,6374.3999999999996,,0.015625,84,0
378671801545,16,7104.7999999999993,,0.01953125,85,0
378671801801,16,7104.7999999999993,,0.01953125,85,0
378671802057,17,7104.7999999999993,,0.015625,86,0
378671802313,17,9667.8400000000001,,0.015625,87,0
378671802569,18,9667.8400000000001,,0.015625,87,0
378671802825,18,9667.8400000000001,,0.0,86,0
378671803081,18,9667.8400000000001,,0.015625,86,0
378671803337,18,9667.8400000000001,,0.0,84,0
378671803593,18,9614.7199999999993,,0.015625,84,0
378671803849,17,9614.7199999999993,,0.015625,84,0
378671804105,17,9455.3599999999988,,0.015625,84,0
378671804361,17,9455.3599999999988,,0.015625,84,0
378671804617,17,9455.3599999999988,,0.015625,85,0
378671804873,17,9813.9200000000001,,0.015625,85,0
