time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
378656674673,9,4262.8800000000001,,0.015625,68,0
378656674929,9,4262.8800000000001,,0.0,68,0
378656675185,9,4262.8800000000001,,0.0,69,0
378656675441,8,4262.8800000000001,,0.0,69,0
378656675697,8,4262.8800000000001,,0.0,68,0
378656675953,8,3771.52,,0.0,68,0
378656676209,9,3771.52,,0.0,68,0
378656676465,9,3771.52,,0.015625,67,0
378656676721,9,3678.5599999999999,,0.0,67,0
378656676977,9,3678.5599999999999,,0.0,67,0
378656677233,9,3585.5999999999999,,0.0,68,0
378656677489,9,3585.5999999999999,,0.0,68,0
378656677745,9,3585.5999999999999,,0.015625,69,0
378656678001,10,3585.5999999999999,,0.015625,69,0
378656678257,10,3585.5999999999999,,0.015625,69,0
378656678513,10,3811.3599999999997,,0.015625,69,0
378656678769,10,3811.3599999999997,,0.015625,69,0
378656679025,11,3811.3599999999997,,0.0,70,0
378656679281,11,3811.3599999999997,,0.046875,70,0
378656679537,11,5431.5199999999995,,0.33984375,72,0
378656679793,12,5431.5199999999995,,0.25390625,73,0
378656680049,13,5431.5199999999995,,0.1796875,76,0
378656680305,13,5431.5199999999995,,0.03515625,77,0
378656680561,13,5431.5199999999995,,0.03125,79,0
378656680817,13,5431.5199999999995,,0.11328125,80,0
378656681073,13,5431.5199999999995,,0.078125,83,0
378656681329,13,5431.5199999999995,,0.15234375,85,0
378656681585,13,4966.7199999999993,,0.17578125,88,0
378656681841,13,4966.7199999999993,,0.0625,91,0
378656682097,13,4966.7199999999993,,0.1328125,92,0
378656682353,13,5338.5599999999995,,0.078125,91,0
378656682609,13,5338.5599999999995,,0.04296875,91,0
378656682865,14,5338.5599999999995,,0.3671875,90,0
378656683121,14,10225.6,,0.28515625,90,0
378656683377,14,10225.6,,0.1640625,90,0
378656683633,14,10225.6,,0.125,89,0
378656683889,15,10225.6,,0.0,87,0
378656684145,15,10225.6,,0.0,86,0
378656684401,15,10225.6,,0.0,86,0
378656684657,14,9296.0,,0.0,84,0
378656684913,14,9296.0,,0.0,83,0
378656685169,14,9149.9200000000001,,0.0,82,0
378656685425,14,9149.9200000000001,,0.0,81,0
378656685681,14,9149.9200000000001,,0.0,78,0
378656685937,14,9149.9200000000001,,0.015625,77,0
378656686193,14,9149.9200000000001,,0.30859375,77,0
378656686449,14,9149.9200000000001,,0.109375,76,0
378656686705,14,13253.439999999999,,0.02734375,76,0
378656686961,13,13253.439999999999,,0.2265625,76,0
378656687217,13,13253.439999999999,,0.16796875,76,0
378656687473,13,13253.439999999999,,0.16015625,76,0
378656687729,13,13253.439999999999,,0.0625,76,0
378656687985,13,12589.439999999999,,0.0703125,76,0
378656688241,13,12589.439999999999,,0.04296875,76,0
378656688497,13,12589.439999999999,,0.03515625,77,0
378656688753,13,14621.279999999999,,0.01953125,78,0
378656689009,14,14621.279999999999,,0.03515625,79,0
378656689265,15,14621.279999999999,,0.12890625,80,0
378656689521,15,14621.279999999999,,0.20703125,81,0
378656689777,15,14900.16,,0.04296875,82,0
378656690033,14,14900.16,,0.10546875,83,0
378656690289,14,14900.16,,0.125,85,0
378656690545,14,11022.4,,0.15625,86,0
378656690801,14,11022.4,,0.140625,86,0
378656691057,14,11022.4,,0.15234375,86,0
378656691313,15,11022.4,,0.12890625,85,0
378656691569,15,11022.4,,0.0859375,85,0
378656691825,15,11394.24,,0.0546875,85,0
378656692081,15,11394.24,,0.109375,85,0
378656692337,15,11394.24,,0.05859375,85,0
378656692593,15,11394.24,,0.0390625,85,0
378656692849,15,11394.24,,0.0390625,85,0
378656693105,15,11394.24,,0.04296875,86,0
378656693361,14,11035.68,,0.02734375,86,0
378656693617,14,11035.68,,0.09765625,86,0
378656693873,13,7728.96,,0.0625,87,0
378656694129,14,7728.96,,0.12109375,87,0
378656694385,15,7728.96,,0.26171875,87,0
378656694641,15,10066.24,,0.2734375,87,0
378656694897,15,10066.24,,0.2890625,87,0
378656695153,16,10066.24,,0.18359375,87,0
378656695409,16,11699.68,,0.0703125,87,0
378656695665,16,11699.68,,0.03515625,87,0
378656695921,16,11699.68,,0.05859375,88,0
378656696177,16,11699.68,,0.04296875,87,0
378656696433,16,11155.199999999999,,0.03125,87,0
378656696689,16,11155.199999999999,,0.015625,86,0
378656696945,16,11155.199999999999,,0.0,85,0
378656697201,16,11155.199999999999,,0.015625,85,0
378656697457,16,11155.199999999999,,0.01953125,85,0
378656697713,16,11155.199999999999,,0.01953125,84,0
378656697969,16,11155.199999999999,,0.0,84,0
378656698225,16,11155.199999999999,,0.0,83,0
378656698481,16,9960.0,,0.0,82,0
378656698737,15,9960.0,,0.0,81,0
378656698993,14,9960.0,,0.0,78,0
378656699249,13,10703.68,,0.015625,77,0
378656699505,14,10703.68,,0.0,77,0
378656699761,14,10703.68,,0.04296875,76,0
378656700017,14,11792.639999999999,,0.0,74,0
378656700273,15,11792.639999999999,,0.015625,73,0
378656700529,16,11473.92,,0.01953125,72,0
378656700785,16,11473.92,,0.0,71,0
378656701041,16,11473.92,,0.015625,70,0
378656701297,16,11473.92,,0.015625,69,0
378656701553,16,8605.4399999999987,,0.015625,68,0
378656701809,16,8605.4399999999987,,0.0,68,0
378656702065,16,8605.4399999999987,,0.0,68,0
378656702321,15,8605.4399999999987,,0.0234375,68,0
378656702577,15,7768.7999999999993,,0.01953125,69,0
378656702833,15,7768.7999999999993,,0.01953125,69,0
378656703089,15,7768.7999999999993,,0.0234375,69,0
378656703345,15,7768.7999999999993,,0.0234375,69,0
378656703601,15,7835.1999999999998,,0.02734375,70,0
378656703857,15,7835.1999999999998,,0.015625,71,0
378656704113,15,7835.1999999999998,,0.015625,72,0
378656704369,16,8671.8400000000001,,0.0,73,0
378656704625,17,8671.8400000000001,,0.03125,73,0
378656704881,18,8671.8400000000001,,0.01953125,73,0
378656705137,18,8671.8400000000001,,0.015625,74,0
378656705393,18,8671.8400000000001,,0.01953125,74,0
378656705649,18,8140.6399999999994,,0.01953125,74,0
378656705905,17,8140.6399999999994,,0.01953125,74,0
378656706161,17,8140.6399999999994,,0.015625,74,0
378656706417,17,8140.6399999999994,,0.015625,73,0
