time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
378525680968,15,7662.5599999999995,,0.015625,60,0
378525681224,16,7662.5599999999995,,0.0,60,0
378525681480,16,7662.5599999999995,,0.0,60,0
378525681736,15,11394.24,,0.0,59,0
378525681992,15,11394.24,,0.015625,58,0
378525682248,15,11394.24,,0.0,57,0
378525682504,15,11394.24,,0.0,57,0
378525682760,15,11394.24,,0.0,56,0
378525683016,15,11394.24,,0.0,56,0
378525683272,15,11394.24,,0.0,55,0
378525683528,15,11394.24,,0.0,55,0
378525683784,15,11394.24,,0.0,54,0
378525684040,15,11394.24,,0.0,54,0
378525684296,15,11394.24,,0.0,54,0
378525684552,15,11394.24,,0.0,53,0
378525684808,15,11394.24,,0.0,53,0
378525685064,14,8605.4399999999987,,0.0,53,0
378525685320,12,8605.4399999999987,,0.0,52,0
378525685576,11,8605.4399999999987,,0.0,52,0
378525685832,10,8605.4399999999987,,0.0,52,0
378525686088,11,8605.4399999999987,,0.0,52,0
378525686344,11,8366.3999999999996,,0.0,53,0
378525686600,11,8366.3999999999996,,0.0,53,0
378525686856,11,8366.3999999999996,,0.0,53,0
378525687112,11,8366.3999999999996,,0.0,53,0
378525687368,11,8366.3999999999996,,0.0,53,0
378525687624,11,8366.3999999999996,,0.0,53,0
378525687880,11,7901.5999999999995,,0.0,53,0
378525688136,11,7901.5999999999995,,0.0,53,0
378525688392,11,7901.5999999999995,,0.0,53,0
378525688648,11,7901.5999999999995,,0.0,53,0
378525688904,11,8021.1199999999999,,0.0,53,0
378525689160,11,8021.1199999999999,,0.0,53,0
378525689416,11,8021.1199999999999,,0.01953125,53,0
378525689672,11,8021.1199999999999,,0.0,54,0
378525689928,11,7901.5999999999995,,0.015625,54,0
378525690184,11,7901.5999999999995,,0.0,55,0
378525690440,11,7901.5999999999995,,0.0,55,0
378525690696,11,7901.5999999999995,,0.0,56,0
378525690952,11,7317.2799999999997,,0.0,56,0
378525691208,10,7317.2799999999997,,0.0,57,0
378525691464,10,7317.2799999999997,,0.0,57,0
378525691720,10,7317.2799999999997,,0.015625,58,0
378525691976,10,5205.7599999999993,,0.015625,60,0
378525692232,10,5205.7599999999993,,0.0,60,0
378525692488,10,5205.7599999999993,,0.0,60,0
378525692744,11,7011.8399999999992,,0.0,60,0
378525693000,12,7011.8399999999992,,0.0,60,0
378525693256,14,7011.8399999999992,,0.0,60,0
378525693512,14,7011.8399999999992,,0.0,60,0
378525693768,14,7011.8399999999992,,0.0,60,0
378525694024,14,7011.8399999999992,,0.015625,60,0
378525694280,14,7011.8399999999992,,0.09375,61,0
378525694536,14,7835.1999999999998,,0.140625,62,0
378525694792,14,7835.1999999999998,,0.09765625,62,0
378525695048,13,7835.1999999999998,,0.01953125,63,0
378525695304,13,7835.1999999999998,,0.0,63,0
378525695560,13,7835.1999999999998,,0.0,62,0
378525695816,13,7835.1999999999998,,0.0,62,0
378525696072,13,7835.1999999999998,,0.0,62,0
378525696328,13,7835.1999999999998,,0.0,61,0
378525696584,13,7835.1999999999998,,0.0,61,0
378525696840,13,7835.1999999999998,,0.0,61,0
378525697096,13,7835.1999999999998,,0.0,61,0
378525697352,13,7835.1999999999998,,0.0,62,0
378525697608,13,6945.4399999999996,,0.0,62,0
378525697864,12,6945.4399999999996,,0.0,61,0
378525698120,11,6945.4399999999996,,0.0,61,0
378525698376,11,6945.4399999999996,,0.0,60,0
378525698632,11,6945.4399999999996,,0.0,60,0
378525698888,11,6998.5599999999995,,0.0,58,0
378525699144,11,6998.5599999999995,,0.0,56,0
378525699400,11,6998.5599999999995,,0.0,56,0
378525699656,11,6998.5599999999995,,0.0,55,0
378525699912,11,6985.2799999999997,,0.0,55,0
378525700168,11,6985.2799999999997,,0.0,55,0
378525700424,11,6985.2799999999997,,0.0,55,0
378525700680,11,7662.5599999999995,,0.015625,55,0
378525700936,11,7662.5599999999995,,0.0,55,0
378525701192,11,7662.5599999999995,,0.0,55,0
378525701448,11,7662.5599999999995,,0.0,55,0
378525701704,11,7662.5599999999995,,0.0,54,0
378525701960,11,6732.96,,0.0,54,0
378525702216,11,6732.96,,0.0,55,0
378525702472,11,6732.96,,0.0,55,0
378525702728,11,6732.96,,0.0,54,0
378525702984,11,6732.96,,0.0,55,0
378525703240,11,6732.96,,0.0,55,0
378525703496,11,6361.1199999999999,,0.0,55,0
378525703752,10,6361.1199999999999,,0.0,55,0
378525704008,10,6361.1199999999999,,0.0,55,0
378525704264,10,6361.1199999999999,,0.0,55,0
378525704520,10,5497.9200000000001,,0.0,55,0
378525704776,10,5497.9200000000001,,0.0,55,0
378525705032,11,6334.5599999999995,,0.0,55,0
378525705288,13,6334.5599999999995,,0.0,55,0
378525705544,14,6068.96,,0.0,55,0
378525705800,15,6068.96,,0.0,56,0
378525706056,16,7051.6799999999994,,0.0,56,0
378525706312,16,7051.6799999999994,,0.015625,55,0
378525706568,17,7051.6799999999994,,0.015625,55,0
378525706824,17,7051.6799999999994,,0.015625,55,0
378525707080,17,6586.8800000000001,,0.0,55,0
378525707336,17,6586.8800000000001,,0.0,55,0
378525707592,17,6586.8800000000001,,0.0,55,0
378525707848,17,6586.8800000000001,,0.0,55,0
378525708104,17,6586.8800000000001,,0.0,56,0
378525708360,17,6719.6799999999994,,0.0,56,0
378525708616,17,6719.6799999999994,,0.0,56,0
378525708872,17,6719.6799999999994,,0.0,56,0
378525709128,17,6945.4399999999996,,0.0,57,0
378525709384,18,6945.4399999999996,,0.015625,57,0
378525709640,18,6945.4399999999996,,0.0,56,0
378525709896,19,6945.4399999999996,,0.015625,57,0
378525710152,19,6945.4399999999996,,0.015625,57,0
378525710408,18,6958.7199999999993,,0.0,57,0
378525710664,18,6958.7199999999993,,0.015625,57,0
378525710920,18,6958.7199999999993,,0.015625,58,0
378525711176,17,6958.7199999999993,,0.0,58,0
378525711432,17,6786.0799999999999,,0.0,58,0
378525711688,17,6786.0799999999999,,0.0,59,0
378525711944,17,6786.0799999999999,,0.0,59,0
378525712200,17,7304.0,,0.0,58,0
378525712456,17,7304.0,,0.0,58,0
378525712712,16,7304.0,,0.0,58,0
378525712968,16,6175.1999999999998,,0.0,57,0
378525713224,16,6175.1999999999998,,0.0,57,0
378525713480,16,6175.1999999999998,,0.0,57,0
378525713736,15,6175.1999999999998,,0.0,58,0
378525713992,15,6175.1999999999998,,0.0,60,0
378525714248,15,9282.7199999999993,,0.015625,60,0
378525714504,15,9282.7199999999993,,0.015625,60,0
378525714760,15,9282.7199999999993,,0.015625,59,0
378525715016,15,9282.7199999999993,,0.015625,58,0
378525715272,15,9282.7199999999993,,0.015625,58,0
378525715528,15,9282.7199999999993,,0.0,58,0
378525715784,15,9282.7199999999993,,0.0,58,0
378525716040,15,9282.7199999999993,,0.015625,58,0
378525716296,15,9282.7199999999993,,0.015625,58,0
378525716552,15,9282.7199999999993,,0.0,59,0
378525716808,15,9282.7199999999993,,0.0,59,0
378525717064,15,7463.3599999999997,,0.0,59,0
378525717320,14,7463.3599999999997,,0.0,59,0
378525717576,13,7463.3599999999997,,0.0,59,0
378525717832,12,7463.3599999999997,,0.0,59,0
378525718088,12,7463.3599999999997,,0.0,58,0
378525718344,12,7609.4399999999996,,0.0,56,0
378525718600,12,7609.4399999999996,,0.0,56,0
378525718856,12,7609.4399999999996,,0.0,56,0
378525719112,12,7888.3199999999997,,0.0,56,0
378525719368,12,7888.3199999999997,,0.0,56,0
378525719624,13,8645.2799999999988,,0.015625,56,0
378525719880,13,8645.2799999999988,,0.0,56,0
378525720136,13,8645.2799999999988,,0.0,55,0
378525720392,13,8645.2799999999988,,0.0,55,0
378525720648,13,8645.2799999999988,,0.015625,54,0
378525720904,13,8645.2799999999988,,0.015625,54,0
378525721160,13,8645.2799999999988,,0.0,55,0
378525721416,13,7503.1999999999998,,0.0,55,0
378525721672,12,7503.1999999999998,,0.0,55,0
378525721928,12,7503.1999999999998,,0.0,55,0
378525722184,11,7609.4399999999996,,0.015625,55,0
378525722440,11,7609.4399999999996,,0.015625,55,0
378525722696,11,7609.4399999999996,,0.015625,55,0
378525722952,12,7609.4399999999996,,0.015625,55,0
378525723208,12,5298.7199999999993,,0.015625,55,0
378525723464,12,5298.7199999999993,,0.015625,55,0
378525723720,12,5298.7199999999993,,0.015625,56,0
378525723976,12,5298.7199999999993,,0.015625,56,0
378525724232,12,5298.7199999999993,,0.0,56,0
378525724488,12,5298.7199999999993,,0.0,57,0
378525724744,12,5298.7199999999993,,0.0,58,0
378525725000,12,6148.6399999999994,,0.015625,58,0
378525725256,13,6148.6399999999994,,0.015625,58,0
378525725512,13,6148.6399999999994,,0.015625,58,0
378525725768,14,6148.6399999999994,,0.015625,58,0
378525726024,14,6148.6399999999994,,0.015625,58,0
378525726280,14,5670.5599999999995,,0.0,59,0
378525726536,13,5670.5599999999995,,0.0,59,0
378525726792,13,6321.2799999999997,,0.015625,60,0
378525727048,13,6321.2799999999997,,0.0,60,0
378525727304,14,6321.2799999999997,,0.0,63,0
378525727560,14,6321.2799999999997,,0.0,64,0
378525727816,13,8950.7199999999993,,0.015625,65,0
378525728072,13,8950.7199999999993,,0.0,65,0
378525728328,13,8950.7199999999993,,0.0,64,0
378525728584,13,8950.7199999999993,,0.0,63,0
378525728840,13,8950.7199999999993,,0.0,62,0
378525729096,13,8950.7199999999993,,0.0,62,0
378525729352,13,8950.7199999999993,,0.0,61,0
378525729608,13,8751.5200000000004,,0.0,61,0
378525729864,13,8751.5200000000004,,0.0,61,0
378525730120,13,8751.5200000000004,,0.0,62,0
378525730376,13,8751.5200000000004,,0.0,61,0
378525730632,13,8751.5200000000004,,0.0,61,0
378525730888,13,8751.5200000000004,,0.0,60,0
378525731144,13,8751.5200000000004,,0.0,60,0
378525731400,13,8751.5200000000004,,0.0,59,0
378525731656,13,8751.5200000000004,,0.0,58,0
378525731912,13,8751.5200000000004,,0.0,56,0
378525732168,13,7064.96,,0.0,56,0
378525732424,12,7064.96,,0.0,56,0
378525732680,11,7064.96,,0.0,57,0
378525732936,10,7064.96,,0.015625,57,0
378525733192,10,7064.96,,0.015625,58,0
378525733448,10,7064.96,,0.0,59,0
378525733704,11,7064.96,,0.015625,59,0
378525733960,10,6865.7599999999993,,0.0,60,0
378525734216,10,6865.7599999999993,,0.0,59,0
378525734472,10,6865.7599999999993,,0.0,59,0
378525734728,10,7821.9200000000001,,0.0,60,0
378525734984,11,7821.9200000000001,,0.0,60,0
378525735240,11,7821.9200000000001,,0.015625,60,0
378525735496,11,7821.9200000000001,,0.0,60,0
378525735752,11,7821.9200000000001,,0.0,62,0
378525736008,11,7821.9200000000001,,0.015625,62,0
378525736264,11,7821.9200000000001,,0.015625,63,0
378525736520,11,7821.9200000000001,,0.015625,63,0
378525736776,11,7821.9200000000001,,0.0,64,0
378525737032,11,7556.3199999999997,,0.0,64,0
378525737288,10,7556.3199999999997,,0.0,63,0
378525737544,10,7556.3199999999997,,0.0,62,0
378525737800,10,7556.3199999999997,,0.0,62,0
378525738056,10,7556.3199999999997,,0.0,62,0
378525738312,10,6679.8399999999992,,0.0,62,0
378525738568,9,6679.8399999999992,,0.0,62,0
378525738824,9,6679.8399999999992,,0.0,62,0
378525739080,9,6679.8399999999992,,0.0,62,0
378525739336,9,6679.8399999999992,,0.015625,61,0
378525739592,9,4196.4799999999996,,0.0,61,0
378525739848,9,4196.4799999999996,,0.0,60,0
378525740104,9,4196.4799999999996,,0.015625,60,0
378525740360,9,4196.4799999999996,,0.015625,59,0
378525740616,9,4648.0,,0.0,59,0
378525740872,9,4648.0,,0.015625,59,0
378525741128,10,4648.0,,0.0,59,0
378525741384,10,5431.5199999999995,,0.0390625,59,0
378525741640,11,5431.5199999999995,,0.0234375,59,0
378525741896,11,5431.5199999999995,,0.0,59,0
378525742152,12,5750.2399999999998,,0.015625,59,0
378525742408,12,5750.2399999999998,,0.015625,59,0
378525742664,12,5750.2399999999998,,0.0,60,0
378525742920,13,5750.2399999999998,,0.015625,61,0
378525743176,13,5351.8400000000001,,0.015625,61,0
378525743432,13,5351.8400000000001,,0.0,61,0
378525743688,12,5351.8400000000001,,0.0,62,0
378525743944,13,5723.6799999999994,,0.015625,62,0
378525744200,14,5723.6799999999994,,0.015625,62,0
378525744456,15,5723.6799999999994,,0.015625,61,0
378525744712,16,5723.6799999999994,,0.015625,61,0
378525744968,16,5723.6799999999994,,0.015625,61,0
378525745224,16,5723.6799999999994,,0.015625,61,0
378525745480,15,5723.6799999999994,,0.0,61,0
378525745736,15,5723.6799999999994,,0.015625,62,0
378525745992,15,5723.6799999999994,,0.015625,62,0
378525746248,15,5670.5599999999995,,0.0,62,0
378525746504,14,5670.5599999999995,,0.0,61,0
378525746760,14,5670.5599999999995,,0.0,60,0
378525747016,13,5697.1199999999999,,0.0,59,0
378525747272,14,5697.1199999999999,,0.0,58,0
378525747528,14,5697.1199999999999,,0.0625,58,0
378525747784,14,5843.1999999999998,,0.24609375,58,0
378525748040,14,5843.1999999999998,,0.140625,58,0
378525748296,15,5843.1999999999998,,0.21875,59,0
378525748552,15,5843.1999999999998,,0.16796875,60,0
378525748808,15,5843.1999999999998,,0.11328125,62,0
378525749064,15,5843.1999999999998,,0.17578125,64,0
378525749320,14,6095.5199999999995,,0.125,65,0
378525749576,14,6095.5199999999995,,0.21484375,67,0
378525749832,14,9667.8400000000001,,0.40625,69,0
378525750088,14,9667.8400000000001,,0.48828125,73,0
378525750344,14,9667.8400000000001,,0.4921875,76,32
378525750600,14,9667.8400000000001,,0.40234375,82,55
378525750856,14,9667.8400000000001,,0.2578125,84,74
378525751112,14,9083.5200000000004,,0.140625,87,93
378525751368,14,9083.5200000000004,,0.20703125,88,100
378525751624,14,9083.5200000000004,,0.22265625,88,92
378525751880,13,10743.519999999999,,0.2109375,88,81
378525752136,13,10743.519999999999,,0.1171875,87,75
378525752392,13,10743.519999999999,,0.02734375,87,61
378525752648,14,11739.519999999999,,0.015625,86,0
378525752904,15,11739.519999999999,,0.015625,86,0
378525753160,16,11739.519999999999,,0.02734375,85,0
378525753416,17,14076.799999999999,,0.0234375,85,0
378525753672,17,14076.799999999999,,0.0234375,83,0
378525753928,17,14076.799999999999,,0.01953125,83,0
378525754184,17,15232.16,,0.10546875,80,0
378525754440,17,15232.16,,0.0546875,78,0
378525754696,17,15232.16,,0.0625,77,0
378525754952,18,17874.879999999997,,0.10546875,77,0
378525755208,18,17874.879999999997,,0.10546875,76,0
378525755464,19,17874.879999999997,,0.05859375,76,0
378525755720,19,17874.879999999997,,0.0390625,76,0
378525755976,19,13797.92,,0.01953125,74,0
378525756232,18,13797.92,,0.015625,73,0
378525756488,18,13797.92,,0.015625,72,0
378525756744,18,13797.92,,0.0,71,0
378525757000,18,13797.92,,0.015625,69,0
378525757256,18,13797.92,,0.0,68,0
378525757512,18,13120.639999999999,,0.0,67,0
378525757768,17,13120.639999999999,,0.01953125,66,0
378525758024,16,13120.639999999999,,0.015625,66,0
378525758280,16,13120.639999999999,,0.015625,66,0
378525758536,16,11075.519999999999,,0.015625,65,0
378525758792,16,11075.519999999999,,0.0,62,0
378525759048,16,11075.519999999999,,0.015625,62,0
378525759304,16,11075.519999999999,,0.015625,62,0
378525759560,16,11686.4,,0.0,61,0
378525759816,16,11686.4,,0.015625,60,0
378525760072,16,11686.4,,0.015625,59,0
378525760328,16,11686.4,,0.0,59,0
378525760584,16,9747.5200000000004,,0.015625,58,0
378525760840,15,9747.5200000000004,,0.0,58,0
378525761096,15,9747.5200000000004,,0.015625,58,0
378525761352,15,9747.5200000000004,,0.015625,58,0
378525761608,15,9415.5200000000004,,0.0,58,0
378525761864,15,9415.5200000000004,,0.015625,58,0
378525762120,14,8100.7999999999993,,0.015625,58,0
378525762376,14,8100.7999999999993,,0.01953125,58,0
378525762632,14,8100.7999999999993,,0.0234375,60,0
378525762888,15,8100.7999999999993,,0.01953125,61,0
378525763144,15,7503.1999999999998,,0.01953125,62,0
378525763400,15,7503.1999999999998,,0.08203125,62,0
378525763656,15,7503.1999999999998,,0.1015625,63,0
378525763912,15,8711.6800000000003,,0.015625,64,0
378525764168,16,8711.6800000000003,,0.0,64,0
378525764424,17,8711.6800000000003,,0.015625,64,0
378525764680,17,8711.6800000000003,,0.015625,66,0
378525764936,17,8711.6800000000003,,0.02734375,67,0
378525765192,17,8711.6800000000003,,0.06640625,69,0
378525765448,17,9986.5599999999995,,0.171875,71,0
378525765704,16,9986.5599999999995,,0.2578125,71,0
378525765960,16,9986.5599999999995,,0.15625,71,0
378525766216,15,9986.5599999999995,,0.2109375,72,0
378525766472,15,10570.879999999999,,0.07421875,73,0
378525766728,15,10570.879999999999,,0.0234375,74,0
378525766984,15,10570.879999999999,,0.015625,74,0
378525767240,15,10570.879999999999,,0.015625,75,0
378525767496,15,12191.039999999999,,0.0,75,0
378525767752,15,12191.039999999999,,0.015625,74,0
378525768008,15,12191.039999999999,,0.015625,73,0
378525768264,16,12191.039999999999,,0.015625,72,0
378525768520,16,12191.039999999999,,0.015625,71,0
378525768776,15,11195.039999999999,,0.05078125,69,0
378525769032,15,11195.039999999999,,0.01953125,68,0
378525769288,15,11195.039999999999,,0.0,68,0
378525769544,15,11394.24,,0.015625,67,0
378525769800,14,11394.24,,0.015625,65,0
378525770056,14,11394.24,,0.015625,65,0
378525770312,14,11394.24,,0.015625,64,0
378525770568,14,11620.0,,0.015625,62,0
378525770824,14,11620.0,,0.0,62,0
378525771080,14,11620.0,,0.0,60,0
378525771336,15,11620.0,,0.015625,59,0
378525771592,14,11487.199999999999,,0.015625,58,0
378525771848,14,11487.199999999999,,0.015625,57,0
378525772104,14,11487.199999999999,,0.015625,57,0
378525772360,14,10544.32,,0.015625,56,0
378525772616,15,10544.32,,0.0,55,0
378525772872,15,10544.32,,0.015625,54,0
378525773128,15,10544.32,,0.015625,53,0
378525773384,15,10544.32,,0.015625,53,0
378525773640,15,9189.7600000000002,,0.015625,52,0
378525773896,15,9189.7600000000002,,0.0,52,0
378525774152,15,9189.7600000000002,,0.015625,52,0
378525774408,15,9189.7600000000002,,0.015625,52,0
378525774664,15,7476.6399999999994,,0.0,52,0
378525774920,15,7476.6399999999994,,0.015625,53,0
378525775176,15,7476.6399999999994,,0.015625,54,0
378525775432,15,7476.6399999999994,,0.015625,54,0
378525775688,15,7994.5599999999995,,0.015625,54,0
378525775944,15,7994.5599999999995,,0.0,54,0
378525776200,15,7994.5599999999995,,0.015625,54,0
378525776456,16,7994.5599999999995,,0.015625,54,0
378525776712,16,7994.5599999999995,,0.015625,55,0
378525776968,16,7994.5599999999995,,0.0390625,56,0
378525777224,15,7330.5599999999995,,0.0,56,0
378525777480,15,7330.5599999999995,,0.015625,56,0
378525777736,14,7330.5599999999995,,0.015625,57,0
378525777992,14,7330.5599999999995,,0.015625,58,0
378525778248,14,7330.5599999999995,,0.0,59,0
378525778504,14,7330.5599999999995,,0.015625,59,0
378525778760,14,7330.5599999999995,,0.015625,59,0
378525779016,14,5723.6799999999994,,0.0,59,0
378525779272,13,5723.6799999999994,,0.0,59,0
378525779528,13,5723.6799999999994,,0.01953125,59,0
378525779784,13,5723.6799999999994,,0.015625,60,0
378525780040,13,5657.2799999999997,,0.015625,60,0
378525780296,13,5657.2799999999997,,0.015625,61,0
378525780552,13,5657.2799999999997,,0.015625,61,0
378525780808,13,5630.7199999999993,,0.0,59,0
378525781064,13,5630.7199999999993,,0.015625,59,0
378525781320,13,5630.7199999999993,,0.015625,59,0
378525781576,13,6042.3999999999996,,0.015625,59,0
378525781832,13,6042.3999999999996,,0.015625,59,0
378525782088,13,6042.3999999999996,,0.015625,59,0
378525782344,14,6042.3999999999996,,0.015625,59,0
378525782600,14,6068.96,,0.015625,60,0
378525782856,14,6068.96,,0.015625,60,0
378525783112,13,6068.96,,0.015625,61,0
378525783368,13,6068.96,,0.015625,60,0
378525783624,13,6068.96,,0.0,60,0
378525783880,13,5458.0799999999999,,0.0,59,0
378525784136,13,5458.0799999999999,,0.015625,59,0
378525784392,13,5458.0799999999999,,0.015625,59,0
378525784648,13,5458.0799999999999,,0.015625,60,0
378525784904,13,5776.7999999999993,,0.015625,61,0
378525785160,13,5776.7999999999993,,0.015625,61,0
378525785416,14,5776.7999999999993,,0.015625,62,0
378525785672,14,5776.7999999999993,,0.01953125,62,0
378525785928,14,6905.5999999999995,,0.0,62,0
378525786184,15,6905.5999999999995,,0.0,61,0
378525786440,15,6905.5999999999995,,0.015625,60,0
378525786696,15,6905.5999999999995,,0.015625,59,0
378525786952,15,6400.96,,0.015625,58,0
378525787208,15,6400.96,,0.015625,58,0
378525787464,15,6400.96,,0.015625,57,0
378525787720,15,6400.96,,0.0,57,0
378525787976,15,6400.96,,0.015625,57,0
378525788232,15,6400.96,,0.015625,57,0
378525788488,15,5630.7199999999993,,0.015625,57,0
378525788744,14,5630.7199999999993,,0.015625,56,0
378525789000,14,5630.7199999999993,,0.015625,56,0
